BidIdentifier,BidName,BIDHumanName
12226003601_122260360_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226003607_122260360_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226003610_122260361_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226003611_122260361_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226003634_122260363_MN05_MN052_5thAvenue,5thAvenue,5th Avenue BID
12226003635_122260363_MN05_MN052_5thAvenue,5thAvenue,5th Avenue BID
12226003636_122260363_MN05_MN052_5thAvenue,5thAvenue,5th Avenue BID
12226003657_122260365_MN05_MN052_47thStreet,47thStreet,47th Street BID
12226003658_122260365_MN05_MN052_47thStreet,47thStreet,47th Street BID
12226003678_122260367_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226003691_122260369_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226003704_122260370_MN04_MN043_TimesSquare,TimesSquare,Times Square BID
12226003705_122260370_MN07_MN071_LincolnSquare,LincolnSquare,Lincoln Square BID
12226003706_122260370_MN07_MN071_LincolnSquare,LincolnSquare,Lincoln Square BID
12226003707_122260370_MN07_MN071_LincolnSquare,LincolnSquare,Lincoln Square BID
12226003708_122260370_MN07_MN071_LincolnSquare,LincolnSquare,Lincoln Square BID
12226003721_122260372_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226003733_122260373_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226003734_122260373_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226003739_122260373_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226003747_122260374_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226003752_122260375_MN08_MN081_MadisonAvenue,MadisonAvenue,Madison Avenue BID
12226003761_122260376_MN08_MN081_MadisonAvenue,MadisonAvenue,Madison Avenue BID
12226003763_122260376_MN08_MN081_MadisonAvenue,MadisonAvenue,Madison Avenue BID
12226003769_122260376_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226003771_122260377_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226003775_122260377_MN03_MN034_14thStreet,14thStreet,14th Street BID
12226003776_122260377_MN03_MN034_14thStreet,14thStreet,14th Street BID
12226003801_122260380_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226003802_122260380_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226003803_122260380_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226003810_122260381_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226003811_122260381_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226003827_122260382_MN05_MN052_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226003828_122260382_MN05_MN052_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226003836_122260383_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226003840_122260384_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226003841_122260384_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226003843_122260384_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226003849_122260384_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226003860_122260386_MN05_MN052_GarmentDistrict,GarmentDistrict,Garment District
12226003863_122260386_MN08_MN081_MadisonAvenue,MadisonAvenue,Madison Avenue BID
12226003869_122260386_MN05_MN052_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226003879_122260387_MN02_MN021_SoHoBroadway,SoHoBroadway,SoHo Broadway BID
12226003882_122260388_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226003906_122260390_MN05_MN051_34thStreet,34thStreet,34th Street BID
12226003907_122260390_MN05_MN051_34thStreet,34thStreet,34th Street BID
12226003909_122260390_MN05_MN052_34thStreet,34thStreet,34th Street BID
12226003917_122260391_MN05_MN052_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226003923_122260392_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226003924_122260392_MN06_MN063_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226003926_122260392_MN06_MN063_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226003928_122260392_MN08_MN081_MadisonAvenue,MadisonAvenue,Madison Avenue BID
12226003938_212262449_MN01_MN011_DowntownAlliance,DowntownAlliance,Downtown Alliance BID
12226003939_122260393_MN01_MN011_DowntownAlliance,DowntownAlliance,Downtown Alliance BID
12226003949_122260394_MN06_MN062_34thStreet,34thStreet,34th Street BID
12226003959_122260395_MN03_MN031_Chinatown,Chinatown,Chinatown
12226003960_122260396_MN03_MN031_Chinatown,Chinatown,Chinatown
12226003961_212261721_MN03_MN031_Chinatown,Chinatown,Chinatown
12226003966_122260396_MN03_MN034_14thStreet,14thStreet,14th Street BID
12226003967_122260396_MN03_MN034_14thStreet,14thStreet,14th Street BID
12226003979_122260397_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226003985_122260398_MN03_MN031_Chinatown,Chinatown,Chinatown
12226003987_122260398_MN03_MN031_Chinatown,Chinatown,Chinatown
12226003988_122260398_MN05_MN052_GarmentDistrict,GarmentDistrict,Garment District
12226003995_122260399_MN05_MN052_5thAvenue,5thAvenue,5th Avenue BID
12226003996_122260399_MN05_MN052_5thAvenue,5thAvenue,5th Avenue BID
12226004000_122260400_MN08_MN082_MadisonAvenue,MadisonAvenue,Madison Avenue BID
12226004002_122260400_MN05_MN052_BryantPark,BryantPark,Bryant Park BID
12226004003_122260400_MN05_MN052_BryantPark,BryantPark,Bryant Park BID
12226004004_122260400_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226004005_122260400_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226004009_122260400_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226004010_122260401_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226004014_122260401_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226004017_122260401_MN08_MN081_MadisonAvenue,MadisonAvenue,Madison Avenue BID
12226004046_122260404_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226004048_122260404_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226004057_122260405_MN02_MN022_NoHo,NoHo,NoHo BID
12226004058_122260405_MN02_MN022_NoHo,NoHo,NoHo BID
12226004059_122260405_MN02_MN022_NoHo,NoHo,NoHo BID
12226004069_122260406_MN02_MN022_VillageAlliance,VillageAlliance,Village Alliance BID
12226004104_122260410_MN05_MN051_34thStreet,34thStreet,34th Street BID
12226004106_122260410_MN05_MN051_34thStreet,34thStreet,34th Street BID
12226004139_122260413_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226004151_122260415_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226004160_122260416_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226004161_122260416_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226004166_122260416_MN06_MN063_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226004170_122260417_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226004171_122260417_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226004188_122260418_MN05_MN052_5thAvenue,5thAvenue,5th Avenue BID
12226004191_122260419_MN08_MN081_MadisonAvenue,MadisonAvenue,Madison Avenue BID
12226004202_122260420_MN02_MN022_NoHo,NoHo,NoHo BID
12226004211_122260421_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226004214_122260421_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226004222_122260422_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226004226_122260422_MN05_MN051_34thStreet,34thStreet,34th Street BID
12226004227_122260422_MN05_MN051_34thStreet,34thStreet,34th Street BID
12226004249_122260424_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226004252_122260425_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226004253_122260425_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226004256_122260425_MN04_MN043_TimesSquare,TimesSquare,Times Square BID
12226004259_122260425_MN08_MN081_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226004261_122260426_MN08_MN081_MadisonAvenue,MadisonAvenue,Madison Avenue BID
12226004289_122260428_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226004292_122260429_MN06_MN063_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226004298_122260429_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226004299_122260429_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226004308_122260430_MN02_MN021_Chinatown,Chinatown,Chinatown
12226004321_122260432_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226004322_122260432_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226004327_122260432_MN06_MN063_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226004329_122260432_MN06_MN063_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226004330_122260433_MN02_MN021_SoHoBroadway,SoHoBroadway,SoHo Broadway BID
12226004331_122260433_MN02_MN021_SoHoBroadway,SoHoBroadway,SoHo Broadway BID
12226004332_122260433_MN02_MN021_SoHoBroadway,SoHoBroadway,SoHo Broadway BID
12226004333_122260433_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226004334_122260433_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226004344_122260434_MN01_MN011_DowntownAlliance,DowntownAlliance,Downtown Alliance BID
12226004346_122260434_MN06_MN062_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226004367_122260436_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226004372_212261932_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226004377_122260437_MN06_MN063_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226004390_122260439_MN05_MN051_14thStreet,14thStreet,14th Street BID
12226004403_122260440_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226004404_122260440_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226004407_122260440_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226004410_122260441_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226004412_122260441_MN06_MN063_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226004420_122260442_MN02_MN021_Chinatown,Chinatown,Chinatown
12226004427_122260442_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226004433_122260443_MN05_MN051_34thStreet,34thStreet,34th Street BID
12226004443_122260444_MN05_MN051_34thStreet,34thStreet,34th Street BID
12226004444_122260444_MN05_MN051_34thStreet,34thStreet,34th Street BID
12226004470_122260447_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226004471_122260447_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226004475_122260447_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226004490_122260449_MN05_MN052_BryantPark,BryantPark,Bryant Park BID
12226004491_122260449_MN05_MN051_GarmentDistrict,GarmentDistrict,Garment District
12226004492_122260449_MN05_MN051_GarmentDistrict,GarmentDistrict,Garment District
12226004504_122260450_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226004506_122260450_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226004507_122260450_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226004508_122260450_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226004509_122260450_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226004514_122260451_MN04_MN041_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226004519_122260451_MN05_MN052_5thAvenue,5thAvenue,5th Avenue BID
12226004528_122260452_MN06_MN063_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226004529_122260452_MN06_MN063_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226004542_122260454_MN02_MN021_SoHoBroadway,SoHoBroadway,SoHo Broadway BID
12226004548_122260454_MN06_MN063_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226004549_122260454_MN06_MN063_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226004550_122260455_MN06_MN063_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226004566_122260456_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226004600_122260460_MN05_MN052_5thAvenue,5thAvenue,5th Avenue BID
12226004605_122260460_MN05_MN051_14thStreet,14thStreet,14th Street BID
12226004612_122260461_MN02_MN022_NoHo,NoHo,NoHo BID
12226004613_122260461_MN02_MN022_NoHo,NoHo,NoHo BID
12226004616_122260461_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226004622_122260462_MN02_MN022_NoHo,NoHo,NoHo BID
12226004630_122260463_MN06_MN063_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226004632_122260463_MN05_MN051_GarmentDistrict,GarmentDistrict,Garment District
12226004634_122260463_MN04_MN041_Meatpacking,Meatpacking,Meatpacking BID
12226004636_122260463_MN04_MN041_Meatpacking,Meatpacking,Meatpacking BID
12226004637_122260463_MN05_MN052_5thAvenue,5thAvenue,5th Avenue BID
12226004639_122260463_MN05_MN052_5thAvenue,5thAvenue,5th Avenue BID
12226004641_122260464_MN05_MN052_5thAvenue,5thAvenue,5th Avenue BID
12226004674_122260467_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226004683_122260468_MN01_MN011_DowntownAlliance,DowntownAlliance,Downtown Alliance BID
12226004687_122260468_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226004695_122260469_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226004696_122260469_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226004707_122260470_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226004722_122260472_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226004737_122260473_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226004738_122260473_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226004739_122260473_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226004741_122260474_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226004749_122260474_MN05_MN052_BryantPark,BryantPark,Bryant Park BID
12226004750_122260475_MN05_MN052_BryantPark,BryantPark,Bryant Park BID
12226004751_122260475_MN05_MN052_BryantPark,BryantPark,Bryant Park BID
12226004776_122260477_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226004778_122260477_MN05_MN051_14thStreet,14thStreet,14th Street BID
12226004780_122260478_MN05_MN051_14thStreet,14thStreet,14th Street BID
12226004801_122260480_MN02_MN021_Chinatown,Chinatown,Chinatown
12226004805_122260480_MN04_MN041_Meatpacking,Meatpacking,Meatpacking BID
12226004806_122260480_MN04_MN041_Meatpacking,Meatpacking,Meatpacking BID
12226004811_122260481_MN02_MN023_14thStreet,14thStreet,14th Street BID
12226004831_122260483_MN05_MN051_34thStreet,34thStreet,34th Street BID
12226004839_122260483_MN02_MN023_14thStreet,14thStreet,14th Street BID
12226004841_122260484_MN02_MN023_14thStreet,14thStreet,14th Street BID
12226004852_122260485_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226004882_122260488_MN05_MN052_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226004884_122260488_MN05_MN052_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226004901_122260490_MN02_MN022_VillageAlliance,VillageAlliance,Village Alliance BID
12226004908_122260490_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226004910_122260491_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226004924_122260492_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226004925_122260492_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226004958_122260495_MN05_MN051_34thStreet,34thStreet,34th Street BID
12226004968_122260496_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226004969_122260496_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226004970_122260497_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226004974_122260497_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226004983_122260498_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226005000_122260500_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226005001_122260500_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226005002_122260500_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226005004_122260500_MN04_MN043_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226005038_122260503_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226005060_122260506_MN04_MN041_Meatpacking,Meatpacking,Meatpacking BID
12226005068_122260506_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226005082_122260508_MN03_MN034_VillageAlliance,VillageAlliance,Village Alliance BID
12226005083_122260508_MN03_MN034_VillageAlliance,VillageAlliance,Village Alliance BID
12226005095_122260509_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226005107_122260510_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226005115_122260511_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226005147_122260514_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226005154_122260515_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226005170_122260517_MN03_MN031_Chinatown,Chinatown,Chinatown
12226005173_122260517_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226005175_122260517_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226005211_122260521_MN02_MN022_NoHo,NoHo,NoHo BID
12226005232_122260523_MN02_MN022_NoHo,NoHo,NoHo BID
12226005233_122260523_MN02_MN022_NoHo,NoHo,NoHo BID
12226005234_122260523_MN02_MN022_NoHo,NoHo,NoHo BID
12226005239_122260523_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226005252_122260525_MN07_MN071_LincolnSquare,LincolnSquare,Lincoln Square BID
12226005309_122260530_MN08_MN081_MadisonAvenue,MadisonAvenue,Madison Avenue BID
12226005311_122260531_MN08_MN081_5thAvenue,5thAvenue,5th Avenue BID
12226005312_122260531_MN08_MN081_MadisonAvenue,MadisonAvenue,Madison Avenue BID
12226005318_122260531_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226005358_212261955_MN03_MN032_Chinatown,Chinatown,Chinatown
12226005376_122260537_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226005381_122260538_MN04_MN041_Meatpacking,Meatpacking,Meatpacking BID
12226005383_122260538_MN04_MN041_Meatpacking,Meatpacking,Meatpacking BID
12226005386_122260538_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226005389_122260538_MN04_MN041_Meatpacking,Meatpacking,Meatpacking BID
12226005397_122260539_MN04_MN041_Meatpacking,Meatpacking,Meatpacking BID
12226005400_122260540_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226005401_122260540_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226005402_122260540_MN04_MN041_Meatpacking,Meatpacking,Meatpacking BID
12226005405_122260540_MN05_MN051_14thStreet,14thStreet,14th Street BID
12226005413_122260541_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226005423_122260542_MN05_MN051_14thStreet,14thStreet,14th Street BID
12226005433_122260543_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226005442_122260544_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226005443_122260544_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226005444_122260544_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226005446_122260544_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226005452_122260545_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226005453_122260545_MN05_MN051_GarmentDistrict,GarmentDistrict,Garment District
12226005459_122260545_MN04_MN042_34thStreet,34thStreet,34th Street BID
12226005460_122260546_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226005461_122260546_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226005463_122260546_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226005464_122260546_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226005496_122260549_MN04_MN043_TimesSquare,TimesSquare,Times Square BID
12226005497_122260549_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226005511_122260551_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226005514_122260551_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226005522_122260552_MN02_MN021_NoHo,NoHo,NoHo BID
12226005523_122260552_MN04_MN043_TimesSquare,TimesSquare,Times Square BID
12226005530_122260553_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226005542_122260554_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226005544_122260554_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226005565_122260556_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226005567_122260556_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226005570_122260557_MN05_MN052_5thAvenue,5thAvenue,5th Avenue BID
12226005574_122260557_MN04_MN041_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226005577_122260557_MN02_MN022_VillageAlliance,VillageAlliance,Village Alliance BID
12226005583_122260558_MN02_MN021_SoHoBroadway,SoHoBroadway,SoHo Broadway BID
12226005584_122260558_MN04_MN042_34thStreet,34thStreet,34th Street BID
12226005588_122260558_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226005597_122260559_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226005600_122260560_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226005601_122260560_MN05_MN051_GarmentDistrict,GarmentDistrict,Garment District
12226005606_122260560_MN05_MN052_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226005615_122260561_MN02_MN022_VillageAlliance,VillageAlliance,Village Alliance BID
12226005616_122260561_MN04_MN041_Meatpacking,Meatpacking,Meatpacking BID
12226005618_122260561_MN04_MN042_GarmentDistrict,GarmentDistrict,Garment District
12226005619_122260561_MN04_MN042_34thStreet,34thStreet,34th Street BID
12226005622_122260562_MN06_MN063_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226005624_122260562_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226005628_122260562_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226005631_122260563_MN05_MN051_14thStreet,14thStreet,14th Street BID
12226005634_122260563_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226005645_122260564_MN02_MN021_Chinatown,Chinatown,Chinatown
12226005659_122260565_MN04_MN043_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226005671_122260567_MN05_MN052_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226005698_122260569_MN05_MN051_14thStreet,14thStreet,14th Street BID
12226005699_122260569_MN05_MN051_TimesSquare,TimesSquare,Times Square BID
12226005747_122260574_MN02_MN021_SoHoBroadway,SoHoBroadway,SoHo Broadway BID
12226005753_122260575_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226005766_122260576_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226005767_122260576_MN02_MN022_NoHo,NoHo,NoHo BID
12226005768_122260576_MN05_MN052_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226005774_122260577_MN05_MN052_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226005776_122260577_MN06_MN063_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226005779_122260577_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226005782_122260578_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226005789_122260578_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226005793_122260579_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226005797_122260579_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226005804_122260580_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226005809_122260580_MN05_MN051_34thStreet,34thStreet,34th Street BID
12226005814_122260581_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226005820_122260582_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226005821_122260582_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226005831_122260583_MN08_MN081_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226005845_122260584_MN02_MN022_NoHo,NoHo,NoHo BID
12226005847_122260584_MN04_MN043_TimesSquare,TimesSquare,Times Square BID
12226005862_122260586_MN08_MN081_MadisonAvenue,MadisonAvenue,Madison Avenue BID
12226005865_122260586_MN06_MN061_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226005877_122260587_MN02_MN022_NoHo,NoHo,NoHo BID
12226005885_122260588_MN02_MN022_VillageAlliance,VillageAlliance,Village Alliance BID
12226005896_122260589_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226005901_122260590_MN06_MN063_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
